Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,What did he banish?,The perverted persons from the land,1,1 Kings,15,12,1 Kings,15,12
bible-qna,What did he remove?,All the idols that his fathers had made,1,1 Kings,15,12,1 Kings,15,12
bible-qna,What had his fathers made?,Idols,1,1 Kings,15,12,1 Kings,15,12
bible-qna,What happened to the perverted persons?,They were banished,1,1 Kings,15,12,1 Kings,15,12
bible-qna,Who was removed from being queen mother?,Maachah his grandmother,1,1 Kings,15,13,1 Kings,15,13
bible-qna,Why was Maachah removed?,Because she had made an obscene image of Asherah,1,1 Kings,15,13,1 Kings,15,13
bible-qna,What did Asa do to her obscene image?,He cut down her obscene image and burned it by the Brook Kidron,1,1 Kings,15,13,1 Kings,15,13
bible-qna,Where was the image burned?,By the Brook Kidron,1,1 Kings,15,13,1 Kings,15,13
bible-qna,What were not removed?,The high places,1,1 Kings,15,14,1 Kings,15,14
bible-qna,How long was Asa's heart loyal?,All his days,1,1 Kings,15,14,1 Kings,15,14
bible-qna,What was loyal to the LORD?,Asa's heart,1,1 Kings,15,14,1 Kings,15,14
bible-qna,What did not happen to the high places?,The high places were not removed,1,1 Kings,15,14,1 Kings,15,14
bible-qna,Where were the things that were dedicated brought into?,The house of the LORD,1,1 Kings,15,15,1 Kings,15,15
bible-qna,Who was there war between?,Asa and Baasha king of Israel,1,1 Kings,15,16,1 Kings,15,16
bible-qna,Who was king of Israel?,Baasha,1,1 Kings,15,16,1 Kings,15,16
bible-qna,How long did the war take place?,All their days,1,1 Kings,15,16,1 Kings,15,16
bible-qna,Who was at war with Asa?,Baasha king of Israel,1,1 Kings,15,16,1 Kings,15,16
bible-qna,Who built Ramah?,Baasha king of Israel,1,1 Kings,15,17,1 Kings,15,17
bible-qna,Why did Baasha build Ramah?,That he might let none go out or come in to Asa king of Judah,1,1 Kings,15,17,1 Kings,15,17
bible-qna,What did Baasha do?,He came up against Judah,1,1 Kings,15,17,1 Kings,15,17
bible-qna,Who was king of Judah?,Asa,1,1 Kings,15,17,1 Kings,15,17
bible-qna,What did Asa do with all the silver and gold?,He delivered them into the hand of his servants,1,1 Kings,15,18,1 Kings,15,18
bible-qna,Where did King Asa send them?,"To Ben-Hadad the son of Tabrimmon, the son of Hezion, king of Syria",1,1 Kings,15,18,1 Kings,15,18
bible-qna,Where did Ben-Hadad dwell?,Damascus,1,1 Kings,15,18,1 Kings,15,18
bible-qna,Who was the son of Tabrimmon?,Ben-Hadad,1,1 Kings,15,18,1 Kings,15,18
bible-qna,"What have ""I"" sent you?",A present of silver and gold,1,1 Kings,15,19,1 Kings,15,19
bible-qna,Who was there a treaty between?,"""Between my father and your father""",1,1 Kings,15,19,1 Kings,15,19
bible-qna,Who was the treaty to be broken with?,Baasha king of Israel,1,1 Kings,15,19,1 Kings,15,19
bible-qna,Why was the treaty to be broken?,So that he will withdraw from me,1,1 Kings,15,19,1 Kings,15,19
bible-qna,Where did Ben-Hadad send the captains of his armies?,Against the cities of Israel,1,1 Kings,15,20,1 Kings,15,20
bible-qna,Who did Ben-Hadad heed?,King Asa,1,1 Kings,15,20,1 Kings,15,20
bible-qna,What or who was/were sent against the cities of Israel?,The captains of his armies,1,1 Kings,15,20,1 Kings,15,20
bible-qna,What happened when Baasha heard it?,He stopped building Ramah and remained in Tirzah,1,1 Kings,15,21,1 Kings,15,21
bible-qna,Where did he remain?,In Tirzah,1,1 Kings,15,21,1 Kings,15,21
bible-qna,What did he stop building?,Ramah,1,1 Kings,15,21,1 Kings,15,21
bible-qna,Who stopped building Rahmah?,Baasha,1,1 Kings,15,21,1 Kings,15,21
bible-qna,How many were exempted?,None,1,1 Kings,15,22,1 Kings,15,22
bible-qna,What was built with the stones and timber of Ramah?,Geba of Benjamin and Mizpah,1,1 Kings,15,22,1 Kings,15,22
bible-qna,What did they take away?,The stones and timber of Ramah,1,1 Kings,15,22,1 Kings,15,22
bible-qna,What did King Asa make throughout all Judah?,A proclamation,1,1 Kings,15,22,1 Kings,15,22
bible-qna,What happened in the time of his old age?,He was diseased in his feet,1,1 Kings,15,23,1 Kings,15,23
bible-qna,When was he diseased in his feet?,In the time of his old age,1,1 Kings,15,23,1 Kings,15,23
bible-qna,Where are the acts of Asa written?,In the book of the chronicles of the kings of Judah,1,1 Kings,15,23,1 Kings,15,23
bible-qna,Who reigned in his place?,Jehoshaphat his son,1,1 Kings,15,24,1 Kings,15,24
bible-qna,Who rested with his fathers?,Asa,1,1 Kings,15,24,1 Kings,15,24
bible-qna,Where was he buried?,With his fathers in the City of David his father,1,1 Kings,15,24,1 Kings,15,24
bible-qna,What did Jehoshaphat his son do?,Reigned in his place,1,1 Kings,15,24,1 Kings,15,24
bible-qna,Who became king over Israel in the second year of Asa king of Judah?,Nadab the son of Jeroboam,1,1 Kings,15,25,1 Kings,15,25
bible-qna,Who was the son of Jeroboam?,Nadab,1,1 Kings,15,25,1 Kings,15,25
bible-qna,When did Nadab become king over Israel?,In the second year of Asa king of Judah,1,1 Kings,15,25,1 Kings,15,25
bible-qna,How long did Nadab reign?,Two years,1,1 Kings,15,25,1 Kings,15,25
bible-qna,What did he do in the sight of the LORD?,Evil,1,1 Kings,15,26,1 Kings,15,26
bible-qna,In whose way did he walk in?,In the way of his father,1,1 Kings,15,26,1 Kings,15,26
bible-qna,Who did he do evil in the sight of?,In the sight of the LORD,1,1 Kings,15,26,1 Kings,15,26
bible-qna,Who conspired against hiM?,"Baasha the son of Ahijah, of the house of Issachar",1,1 Kings,15,27,1 Kings,15,27
bible-qna,Where did Baasha kill hiim?,At gibbethon (which belonged to the Philistines),1,1 Kings,15,27,1 Kings,15,27
bible-qna,Who did Gibbethon belong to?,The Philistines,1,1 Kings,15,27,1 Kings,15,27
bible-qna,Who laid siege to Gibbethon?,Nadab and all Israel,1,1 Kings,15,27,1 Kings,15,27
bible-qna,Who killed him in the third year of Asa king of Judah?,Baasha,1,1 Kings,15,28,1 Kings,15,28
bible-qna,What did Baasha do?,Killed him,1,1 Kings,15,28,1 Kings,15,28
bible-qna,When did Baasha kill him?,In the third year of Asa king of Judah,1,1 Kings,15,28,1 Kings,15,28
bible-qna,"Who was king of Judah when Baasha killed ""him""? (Hint: Baasha was not killing the king of Judah in this verse!)",Asa,1,1 Kings,15,28,1 Kings,15,28
bible-qna,What did he do when he became king?,He killed all the house of Jeroboam,1,1 Kings,15,29,1 Kings,15,29
bible-qna,According to whose word did he not leave to Jeroboam anyone that breathed?,According to the word of the LORD which He had spoken by His servant Ahijah the Shilonite,1,1 Kings,15,29,1 Kings,15,29
bible-qna,Who had He spoken by?,His servant Ahijah the Shiolonite,1,1 Kings,15,29,1 Kings,15,29
bible-qna,When did he kill all the house of Jeroboam?,When he became king,1,1 Kings,15,29,1 Kings,15,29
bible-qna,Why was the house of Jeroboam killed?,Because of the sins of Jeroboam,1,1 Kings,15,29,1 Kings,15,30
bible-qna,Who had made Israel sin?,Jeroboam,1,1 Kings,15,30,1 Kings,15,30
bible-qna,The LORD God of Israel was provoked to what?,Anger,1,1 Kings,15,30,1 Kings,15,30
bible-qna,Who was provoked to anger? Be specific.,The LORD God of Israel,1,1 Kings,15,30,1 Kings,15,30
bible-qna,What is written in the book of the chronicles of the kings of Israel?,The rest of the acts of Nadab and all that he did,1,1 Kings,15,31,1 Kings,15,31
bible-qna,Whose acts are written in the book of the chronicles of the kings of Israel?,The acts of Nadab,1,1 Kings,15,31,1 Kings,15,31
bible-qna,What are the rest of the acts of Nadab written in?,The book of the chronicles of the kings of Israel,1,1 Kings,15,31,1 Kings,15,31
bible-qna,Who was there war between?,Asa and Baasha king of Israel,1,1 Kings,15,32,1 Kings,15,32
bible-qna,How long did the war take place?,All their days,1,1 Kings,15,32,1 Kings,15,32
bible-qna,Who was Asa at war with?,Baasha king of Israel,1,1 Kings,15,32,1 Kings,15,32
bible-qna,Who was at war with Baasha king of Israel?,Asa,1,1 Kings,15,32,1 Kings,15,32
bible-qna,When did Baasha the son of Ahijah become king?,In the third year of Asa king of Judah,1,1 Kings,15,33,1 Kings,15,33
bible-qna,How long did Baasha reign?,Twenty-four years,1,1 Kings,15,33,1 Kings,15,33
bible-qna,Who became king over all Israel?,"Baasha the son of Ahijah, of the house of Issachar",1,1 Kings,15,33,1 Kings,15,33
bible-qna,Where did Baasha become king over all Israel?,In Tirzah,1,1 Kings,15,33,1 Kings,15,33
bible-qna,What did he do?,Evil in the sight of the LORD and walked in thew ay of Jeroboam,1,1 Kings,15,34,1 Kings,15,34
bible-qna,In whose way did he walk in?,Jeroboam,1,1 Kings,15,34,1 Kings,15,34
bible-qna,In whose sight did he do evil in?,In the sight of the LORD,1,1 Kings,15,34,1 Kings,15,34
bible-qna,What did he do in the sight of the LORD?,Evil,1,1 Kings,15,34,1 Kings,15,34
bible-qna,Who did the word of the LORD come to?,Jehu the son of Hanini,1,1 Kings,16,1,1 Kings,16,1
bible-qna,Who did the word of the LORD come against?,Baasha,1,1 Kings,16,1,1 Kings,16,1
bible-qna,Whose word came to Jehu? Be specific.,The word of the LORD,1,1 Kings,16,1,1 Kings,16,1
bible-qna,Who was the son of Hanini?,Jehu,1,1 Kings,16,1,1 Kings,16,1
bible-qna,"What did ""I"" lift you out of?",The dust,1,1 Kings,16,2,1 Kings,16,2
bible-qna,"Who were ""you"" made ruler over?",My people Israel,1,1 Kings,16,2,1 Kings,16,2
bible-qna,"In what way have ""you"" walked?",In the way of Jeroboam,1,1 Kings,16,2,1 Kings,16,2
bible-qna,"What provoked ""Me"" to anger?",Their sins,1,1 Kings,16,2,1 Kings,16,2
bible-qna,"What will ""I"" make ""your"" house like?",The house of Jeroboam the son of Nebat,1,1 Kings,16,3,1 Kings,16,3
bible-qna,Whose house will be made like the house of Jeroboam the son of Nebat?,Your house,1,1 Kings,16,3,1 Kings,16,3
bible-qna,Who was Jeroboam the son of?,The son of Nebat,1,1 Kings,16,3,1 Kings,16,3
bible-qna,Who will the dogs eat?,Whoever belongs to Baasha and dies in the city,1,1 Kings,16,4,1 Kings,16,4
bible-qna,Who will the birds of the air eat?,Whoever dies in the fields,1,1 Kings,16,4,1 Kings,16,4
bible-qna,Who will eat whoever dies in the fields?,The birds of the air,1,1 Kings,16,4,1 Kings,16,4
bible-qna,Who will eat whoever belongs to Baasha?,The dogs,1,1 Kings,16,4,1 Kings,16,4
bible-qna,What are the rest of the acts of Baasha written in?,The book of the chronicles of the kings of Israel,1,1 Kings,16,5,1 Kings,16,5
bible-qna,In which book are the acts of Baasha written in?,The book of the chronicles of the kings of Israel,1,1 Kings,16,5,1 Kings,16,5
bible-qna,What are the chronicles of the kings of Israel written in?,The book,1,1 Kings,16,5,1 Kings,16,5
bible-qna,Who rested with his fathers?,Baasha,1,1 Kings,16,6,1 Kings,16,6
bible-qna,Who reigned in his place?,Elah his son,1,1 Kings,16,6,1 Kings,16,6
bible-qna,Where was Baasha buried?,In Tirzah,1,1 Kings,16,6,1 Kings,16,6
bible-qna,Who was buried in Tirzah?,Baasha,1,1 Kings,16,6,1 Kings,16,6
bible-qna,Who did the word of the LORD come by?,The prophet Jehu the son of Hanani,1,1 Kings,16,7,1 Kings,16,7
bible-qna,Who did the word of the LORD come against?,Baasha and his house,1,1 Kings,16,7,1 Kings,16,7
bible-qna,In whose sight did he do evil in? Be specific.,In the sight of the LORD,1,1 Kings,16,7,1 Kings,16,7
bible-qna,When did Elah become king?,In the twenty-sixth year of Asa king of Judah,1,1 Kings,16,8,1 Kings,16,8
bible-qna,Who became king in the twenty-sixth year of Asa?,Elah the son of Baasha,1,1 Kings,16,8,1 Kings,16,8
bible-qna,How long did Elah reign?,Two years,1,1 Kings,16,8,1 Kings,16,8
bible-qna,Where did Elah reign?,Tirzah,1,1 Kings,16,8,1 Kings,16,8
bible-qna,What was Zimri commander of?,Half his chariots,1,1 Kings,16,9,1 Kings,16,9
bible-qna,What position did Arza hold?,Steward of his house in Tirzah,1,1 Kings,16,9,1 Kings,16,9
bible-qna,What was he doing in Tirzah when his servant Zimri conspired against him?,Drinking himself drunk in the house of Arza,1,1 Kings,16,9,1 Kings,16,9
bible-qna,What did Zimri do against him?,Conspired against him,1,1 Kings,16,9,1 Kings,16,9
bible-qna,When did Zimri kill him?,In the twenty-seventh year of Asa king of Judah,1,1 Kings,16,10,1 Kings,16,10
bible-qna,Who went in and struck him and killed him?,Zimri,1,1 Kings,16,10,1 Kings,16,10
bible-qna,Who reigned in his place after striking and killing him?,Zimri,1,1 Kings,16,10,1 Kings,16,10
bible-qna,What did he do as soon as he was seated on his throne?,He killed all the household of Baasha,1,1 Kings,16,11,1 Kings,16,11
bible-qna,What did he not leave him?,"One male, neither of his relatives nor of his friends",1,1 Kings,16,11,1 Kings,16,11
bible-qna,When did he kill all the household of Baasha?,"When he began to reign, as soon as he was seated on his throne",1,1 Kings,16,11,1 Kings,16,11
bible-qna,What of Baasha was killed?,All the household,1,1 Kings,16,11,1 Kings,16,11
bible-qna,What did Zimri destroy?,All the household of Baasha,1,1 Kings,16,12,1 Kings,16,12
bible-qna,The word of the LORD was spoken by whom?,Jehu the prophet,1,1 Kings,16,12,1 Kings,16,12
bible-qna,Who did the word of the LORD speak against?,Baasha,1,1 Kings,16,12,1 Kings,16,12
bible-qna,Whose word spoke against Baasha? Be specific.,The word of the LORD,1,1 Kings,16,12,1 Kings,16,12
bible-qna,What provoked the LORD to anger?,Their idols,1,1 Kings,16,13,1 Kings,16,13
bible-qna,Who was provoked to anger? Be specific.,The LORD God of Israel,1,1 Kings,16,13,1 Kings,16,13
bible-qna,What was the LORD God of Israel provoked to?,Anger,1,1 Kings,16,13,1 Kings,16,13
bible-qna,The sins of Baasha and the sins of Elah his son caused Israel to what?,Sin,1,1 Kings,16,13,1 Kings,16,13
bible-qna,What is written in the book?,The chronicles of the kings of Israel,1,1 Kings,16,14,1 Kings,16,14
bible-qna,Where are the rest of the acts of Elah written?,The book of the chronicles of the kings of Israel,1,1 Kings,16,14,1 Kings,16,14
bible-qna,Whose acts are written in the book?,The rest of the acts of Elah,1,1 Kings,16,14,1 Kings,16,14
bible-qna,When did Zimri reign in Tirzah?,In the twenty-seventh year of Asa king of Judah,1,1 Kings,16,15,1 Kings,16,15
bible-qna,How long did Zimri reign in Tirzah?,Seven days,1,1 Kings,16,15,1 Kings,16,15
bible-qna,Who were the people encamped against?,Gibbethon,1,1 Kings,16,15,1 Kings,16,15
bible-qna,Who did Gibbethon belong to?,The Philistines,1,1 Kings,16,15,1 Kings,16,15
bible-qna,What did the people who were encamped hear?,"""Zimri has conspired and also has killed the king.""",1,1 Kings,16,16,1 Kings,16,16
bible-qna,Who did Israel make king over Israel that day?,"Omri, the commander of the army",1,1 Kings,16,16,1 Kings,16,16
bible-qna,What position did Omri hold before being made king?,Commander of the army,1,1 Kings,16,16,1 Kings,16,16
bible-qna,When was Omri made king over Israel?,That day,1,1 Kings,16,16,1 Kings,16,16
bible-qna,Who besieged Tirzah?,Omri and all Israel with him,1,1 Kings,16,17,1 Kings,16,17
bible-qna,Who went up from Gibbethon?,Omri and all Israel with him,1,1 Kings,16,17,1 Kings,16,17
bible-qna,What did they besiege?,Tirzah,1,1 Kings,16,17,1 Kings,16,17
bible-qna,Omri and all Isrrael with him went where?,Up from Gibbethon and besieged Tirzah,1,1 Kings,16,17,1 Kings,16,17
bible-qna,What did Zimri see?,That the city was taken,1,1 Kings,16,18,1 Kings,16,18
bible-qna,What did Zimri do when he saw that the city was taken?,He went into the citadel of the king's house and burned the king's house down upon himself with fire (and died),1,1 Kings,16,18,1 Kings,16,18
bible-qna,What did he burn down upon himself?,The king's house,1,1 Kings,16,18,1 Kings,16,18
bible-qna,What did he burn the king's house with?,With fire,1,1 Kings,16,18,1 Kings,16,18
bible-qna,In whose sight did he do evil in? Be specific.,In the sight of the LORD,1,1 Kings,16,19,1 Kings,16,19
bible-qna,What was done in the sight of the LORD?,Evil,1,1 Kings,16,19,1 Kings,16,19
bible-qna,What had he committed?,Sins,1,1 Kings,16,19,1 Kings,16,19
bible-qna,In whose way had he walked?,In the way of Jeroboam,1,1 Kings,16,19,1 Kings,16,19
bible-qna,What had Zimri committed?,Treason,1,1 Kings,16,20,1 Kings,16,20
bible-qna,What are the rest of the acts of Zimri written in?,The book of the chronicles of the kings of Israel,1,1 Kings,16,20,1 Kings,16,20
bible-qna,Where are the chronicles of the kings of Israel written?,In the book,1,1 Kings,16,20,1 Kings,16,20
bible-qna,What is written in the book?,The rest of the acts of Zimri and the treason he committed,1,1 Kings,16,20,1 Kings,16,20
bible-qna,How many parts were the people of Israel divided into?,Two years,1,1 Kings,16,21,1 Kings,16,21
bible-qna,Who was Tibni the son of?,Ginath,1,1 Kings,16,21,1 Kings,16,21
bible-qna,Who did the half not following Tibni follow?,Omri,1,1 Kings,16,21,1 Kings,16,21
bible-qna,Who did the half not following Omri follow?,Tibni the son of Ginath,1,1 Kings,16,21,1 Kings,16,21
bible-qna,Who prevailed over the people who followed Tibni?,The people who followed Omri,1,1 Kings,16,22,1 Kings,16,22
bible-qna,Who did the people who followed Omri prevail over?,The people who followed Tibni the son of Ginath,1,1 Kings,16,22,1 Kings,16,22
bible-qna,What happened to Tibni?,Tibni died.,1,1 Kings,16,22,1 Kings,16,22
bible-qna,Who reigned?,Omri,1,1 Kings,16,22,1 Kings,16,22
bible-qna,When did Omri become king over Israel?,In the thirty-first year of Asa king of Judah,1,1 Kings,16,23,1 Kings,16,23
bible-qna,How long did Omri reign?,Twelve years,1,1 Kings,16,23,1 Kings,16,23
bible-qna,How long did Omri reign in Tirzah?,Six years,1,1 Kings,16,23,1 Kings,16,23
bible-qna,Who became king of Israel?,Omri,1,1 Kings,16,23,1 Kings,16,23
bible-qna,How much did the hill of Samaria cost?,Two talents of silver,1,1 Kings,16,24,1 Kings,16,24
bible-qna,Who was Samaria named after?,"Shemer, owner of the hill",1,1 Kings,16,24,1 Kings,16,24
bible-qna,What did he call the name of the city which he built?,Samaria,1,1 Kings,16,24,1 Kings,16,24
bible-qna,What was bought for two talents of silver?,The hill of Samaria,1,1 Kings,16,24,1 Kings,16,24
bible-qna,What did Omri do?,Evil in the eyes of the LORD,1,1 Kings,16,25,1 Kings,16,25
bible-qna,Who did evil in the eyes of the LORD?,Omri,1,1 Kings,16,25,1 Kings,16,25
bible-qna,Who did worse than all who were before him?,Omri,1,1 Kings,16,25,1 Kings,16,25
bible-qna,Who did Omri do worse than?,All who were before him,1,1 Kings,16,25,1 Kings,16,25
bible-qna,What provoked the LORD God of Israel to anger?,Their idols,1,1 Kings,16,26,1 Kings,16,26
bible-qna,In whose ways did he walk?,In all the ways of Jeroboam the son of Nebat,1,1 Kings,16,26,1 Kings,16,26
bible-qna,Who was provoked to anger? Be specific.,The LORD God of Israel,1,1 Kings,16,26,1 Kings,16,26
bible-qna,In how many ways of Jeroboam did he walk?,In all the ways,1,1 Kings,16,26,1 Kings,16,26
bible-qna,What is written in the book of the chronicles of the kings of Israel?,The rest of the acts of Omri which he did and the might that he showed,1,1 Kings,16,27,1 Kings,16,27
bible-qna,Where are the chronicles of the kings of Israel written?,In the book,1,1 Kings,16,27,1 Kings,16,27
bible-qna,Where are the rest of the acts of Omri written?,In the book of the chronicles of the kings of Israel,1,1 Kings,16,27,1 Kings,16,27
bible-qna,Whose acts are written in the book?,The rest of the acts of Omri which he did and the might that he showed,1,1 Kings,16,27,1 Kings,16,27
bible-qna,Who rested with his fathers?,Omri,1,1 Kings,16,28,1 Kings,16,28
bible-qna,Where was Omri buried?,In Samaria,1,1 Kings,16,28,1 Kings,16,28
bible-qna,Who reigned in his place?,Ahab his son,1,1 Kings,16,28,1 Kings,16,28
bible-qna,What did Ahab his son do?,Reigned in his place,1,1 Kings,16,28,1 Kings,16,28
bible-qna,When did Ahab the son of Omri become king?,In the thirty-eighth year of Asa king of Judah,1,1 Kings,16,29,1 Kings,16,29
bible-qna,How long did Ahab the son of Omri reign over Israel?,Twenty-two years,1,1 Kings,16,29,1 Kings,16,29
bible-qna,Who reigned over Israel in Samaria twenty-two years?,Ahab the son of Omri,1,1 Kings,16,29,1 Kings,16,29
bible-qna,Who became king of Israel?,Ahab the son of Omri,1,1 Kings,16,29,1 Kings,16,29
bible-qna,Who did evil in the sight of the LORD?,Ahab the son of Omri,1,1 Kings,16,30,1 Kings,16,30
bible-qna,How much evil did Ahab do?,More than all who were before him,1,1 Kings,16,30,1 Kings,16,30
bible-qna,What did Ahab the son of Omri do in the sight of the LORD?,Evil,1,1 Kings,16,30,1 Kings,16,30
bible-qna,In whose sight did he do evil in? Be specific.,In the sight of the LORD,1,1 Kings,16,30,1 Kings,16,30
bible-qna,Who did he take as wife?,"Jezebel the daughter of Ethbaal, king of the Sidonians",1,1 Kings,16,31,1 Kings,16,31
bible-qna,Who was king of the Sidonians?,Ethbaal,1,1 Kings,16,31,1 Kings,16,31
bible-qna,Who did he go and serve?,Baal,1,1 Kings,16,31,1 Kings,16,31
bible-qna,Who was the daughter of Ethbaal?,Jezebel,1,1 Kings,16,31,1 Kings,16,31
bible-qna,Who did he set up an altar for?,Baal,1,1 Kings,16,32,1 Kings,16,32
bible-qna,Where was the altar set up?,In the temple of Baal,1,1 Kings,16,32,1 Kings,16,32
bible-qna,Where was the temple of Baal built?,In Samaria,1,1 Kings,16,32,1 Kings,16,32
bible-qna,What was built in Samaria?,The temple of Baal,1,1 Kings,16,32,1 Kings,16,32
bible-qna,What did Ahab make?,A wooden image,1,1 Kings,16,33,1 Kings,16,33
bible-qna,Who did Ahab provoke to anger? Be specific.,The LORD God of Israel,1,1 Kings,16,33,1 Kings,16,33
bible-qna,Which kings did Ahab do more than to provoke God to anger?,All the kings of Israel who were before him,1,1 Kings,16,33,1 Kings,16,33
bible-qna,Who did more to provoke the LORD God of Israel to anger than all the kings of Israel who were before him?,Ahab,1,1 Kings,16,33,1 Kings,16,33
bible-qna,Who built Jericho?,Hiel of Bethel,1,1 Kings,16,34,1 Kings,16,34
bible-qna,Who did he lay its foundation with?,Abiram his firstborn,1,1 Kings,16,34,1 Kings,16,34
bible-qna,Who did he set up its gates with?,His youngest son Segub,1,1 Kings,16,34,1 Kings,16,34
bible-qna,Who had the LORD spoken through?,Joshua the son of Nun,1,1 Kings,16,34,1 Kings,16,34
bible-qna,What shall there not be these years?,Dew nor rain,1,1 Kings,17,1,1 Kings,17,1
bible-qna,"Who said to Ahab , ""There shall not be dew nor rain these years, except at my word.""? Be specific.",Elijah the Tishbite,1,1 Kings,17,1,1 Kings,17,1
bible-qna,Who did Elijah stand before? Be specific.,The LORD God of Israel,1,1 Kings,17,1,1 Kings,17,1
bible-qna,Except for what shall there not be dew nor rain these years?,Except at my word,1,1 Kings,17,1,1 Kings,17,1
bible-qna,Where did the word of the LORD come?,To him,1,1 Kings,17,2,1 Kings,17,2
bible-qna,What came to him?,The word of the LORD,1,1 Kings,17,2,1 Kings,17,2
bible-qna,Whose word came to him? Be specific.,The word of the LORD,1,1 Kings,17,2,1 Kings,17,2
bible-qna,What of the LORD came to him?,The word,1,1 Kings,17,2,1 Kings,17,2
bible-qna,Which way was he to turn?,Eastward,1,1 Kings,17,3,1 Kings,17,3
bible-qna,Where was he to hide?,By the Brook Cherith,1,1 Kings,17,3,1 Kings,17,3
bible-qna,Where does the Brook Cherith flow?,Into the Jordan,1,1 Kings,17,3,1 Kings,17,3
bible-qna,Where should he get away from?,Here,1,1 Kings,17,3,1 Kings,17,3
bible-qna,"What shall ""you"" drink from?",The brook,1,1 Kings,17,4,1 Kings,17,4
bible-qna,"What have ""I"" commanded the ravens?",To feed you there,1,1 Kings,17,4,1 Kings,17,4
bible-qna,What were commanded to feed you there?,The ravens,1,1 Kings,17,4,1 Kings,17,4
bible-qna,"What will ""you"" do with the brook?",Drink from the brook,1,1 Kings,17,4,1 Kings,17,4
bible-qna,Where did he go and stay by?,The Brook Cherith,1,1 Kings,17,5,1 Kings,17,5
bible-qna,What flows into the Jordan?,The Brook Cherith,1,1 Kings,17,5,1 Kings,17,5
bible-qna,Where does the Brook Cherith flow?,Into the Jordan,1,1 Kings,17,5,1 Kings,17,5
bible-qna,What did he do by the Brook Cherith?,Stayed,1,1 Kings,17,5,1 Kings,17,5
bible-qna,When did the ravens bring him bread and meat?,In the morning and in the evening,1,1 Kings,17,6,1 Kings,17,6
bible-qna,What did the ravens bring him?,Bread and meat,1,1 Kings,17,6,1 Kings,17,6
bible-qna,Where did he drink from?,The brook,1,1 Kings,17,6,1 Kings,17,6
bible-qna,What brought him bread and meat?,The ravens,1,1 Kings,17,6,1 Kings,17,6
bible-qna,When did the brook dry up?,After a while,1,1 Kings,17,7,1 Kings,17,7
bible-qna,Why did the brook dry up?,Because there had been no rain in the land,1,1 Kings,17,7,1 Kings,17,7
bible-qna,Where had there been no rain?,In the land,1,1 Kings,17,7,1 Kings,17,7
bible-qna,What was not in the land?,Rain,1,1 Kings,17,7,1 Kings,17,7
bible-qna,Where did the word of the LORD come?,To him,1,1 Kings,17,8,1 Kings,17,8
bible-qna,What came to him?,The word of the LORD,1,1 Kings,17,8,1 Kings,17,8
bible-qna,Whose word came to him? Be specific.,The word of the LORD,1,1 Kings,17,8,1 Kings,17,8
bible-qna,What of the LORD came to him?,The word,1,1 Kings,17,8,1 Kings,17,8
bible-qna,"Who have ""I"" commanded to provide for you?",A widow,1,1 Kings,17,9,1 Kings,17,9
bible-qna,What belongs to Sidon?,Zarephath,1,1 Kings,17,9,1 Kings,17,9
bible-qna,What was he to do in Zarephath?,Dwell there,1,1 Kings,17,9,1 Kings,17,9
bible-qna,What does Zarephath belong to?,Sidon,1,1 Kings,17,9,1 Kings,17,9
bible-qna,Where did he come to when he saw a widow gathering sticks?,The gate of the city,1,1 Kings,17,10,1 Kings,17,10
bible-qna,What did he say when he called to her?,"""Please bring me a little water in a cup, that I may drink.""",1,1 Kings,17,10,1 Kings,17,10
bible-qna,What was the widow gathering?,Sticks,1,1 Kings,17,10,1 Kings,17,10
bible-qna,Who was gathering sticks?,A widow,1,1 Kings,17,10,1 Kings,17,10
bible-qna,"When did he call to her and say, ""Please bring me a morsel of bread in your hand.""?",As she was going to get it,1,1 Kings,17,11,1 Kings,17,11
bible-qna,What was she to bring a morsel of?,Bread,1,1 Kings,17,11,1 Kings,17,11
bible-qna,In what was she to bring a morsel of bread in?,"""Your hand""",1,1 Kings,17,11,1 Kings,17,11
bible-qna,What did he do as she was going to get it?,He called to her,1,1 Kings,17,11,1 Kings,17,11
bible-qna,How much flour did she have?,Only a handful,1,1 Kings,17,12,1 Kings,17,12
bible-qna,How much oil did she have?,A little,1,1 Kings,17,12,1 Kings,17,12
bible-qna,"What did ""I"" not have?",Bread,1,1 Kings,17,12,1 Kings,17,12
bible-qna,What was she gathering that she may go in and prepare for herself and her son?,Sticks,1,1 Kings,17,12,1 Kings,17,12
bible-qna,What did Elijah command her not to do?,Fear,1,1 Kings,17,13,1 Kings,17,13
bible-qna,When was she to make Elijah a small cake?,First,1,1 Kings,17,13,1 Kings,17,13
bible-qna,What was she to make Elijah?,A small cake,1,1 Kings,17,13,1 Kings,17,13
bible-qna,What was she to do afterward?,Make some for yourself and your son,1,1 Kings,17,13,1 Kings,17,13
bible-qna,What shall not be used up?,The bin of flour,1,1 Kings,17,14,1 Kings,17,14
bible-qna,What shall not run dry?,The jar of oil,1,1 Kings,17,14,1 Kings,17,14
bible-qna,The bin of flour shall not be used up nor the jar of oil run dry until when?,Until the day the LORD sends rain on the earth,1,1 Kings,17,14,1 Kings,17,14
bible-qna,Who will send rain on the earth?,The LORD,1,1 Kings,17,14,1 Kings,17,14
bible-qna,How long did they eat?,For many days,1,1 Kings,17,15,1 Kings,17,15
