book,chapter,verse,endVerse,question,answer,points,source,quality,2To3,bigPoints,people,places,names,numbers
Judges,6,38,38,how did the Lord respond to Gideon's request for a sign?,It was so,1,AYMT,5,False,False,False,False,False,False
Judges,6,38,38,"when, the next morning did Gideon check on the sign?",Early the next morning,1,AYMT,5,False,False,False,False,False,False
Judges,6,38,38,how much dew was Gideon able to wring out of the fleece?,A bowlful,1,AYMT,5,False,False,False,False,False,False
Judges,6,39,39,what was the next sign that Gideon asked of God?,Let the fleece be dry - and on all the ground be dew,1,AYMT,5,False,False,False,False,False,False
Judges,6,40,40,what did the Lord do for Gideon that night?,(1) The fleece only was dry (2) but there was dew on all the ground,2,AYMT,5,True,False,False,False,False,False
Judges,7,1,1,what was the name given to Gideon?,Jerubbaal,1,AYMT,5,False,False,False,False,False,False
Judges,7,1,1,all the people who were with Jerubbaal arose early and encamped beside what?,The well of Harod,1,AYMT,5,False,False,False,False,False,False
Judges,7,1,1,"direction wise, where was the camp of the Midianites?",To the north of them,1,AYMT,5,False,False,False,False,False,False
Judges,7,1,1,(where did the Midianites camp?,By the hill of Moreh - in the valley,1,AYMT,5,False,False,False,False,False,False
Judges,7,2,2,what did the Lord say to Gideon?,The people with you are too many,1,AYMT,5,False,False,False,False,False,False
Judges,7,2,2,why did the Lord tell Gideon that the people with him were too many for Him to give the Midianites into their hands?,Lest Israel claim glory for itself against Me,1,AYMT,5,False,False,False,False,False,False
Judges,7,3,3,the Lord told Gideon to tell all his people that those who were - what - could go home?,Fearful and afraid,1,AYMT,5,False,False,False,False,False,False
Judges,7,3,3,. what were those who were fearful and afraid to do immediately?,Depart at once from Mount Gilead,1,AYMT,5,False,False,False,False,False,False
Judges,7,3,3,how many people of the army of Gideon departed when given a chance to leave because of fear?,Twenty-two thousand,1,AYMT,5,False,False,False,False,False,False
Judges,7,3,3,how many people of the army of Gideon remained with him?,Ten thousand,1,AYMT,5,False,False,False,False,False,False
Judges,7,4,4,what did the Lord again tell Gideon?,The people are still too many,1,AYMT,5,False,False,False,False,False,False
Judges,7,4,4,where did the Lord say He would test the army of Gideon?,Down at the water,1,AYMT,5,False,False,False,False,False,False
Judges,7,4,4,what did the Lord want to do with Gideon's army at the water?,Test them,1,AYMT,5,False,False,False,False,False,False
Judges,7,5,5,the Lord had Gideon divide his army into 2 groups according to how they drink the water. Describe the 2 groups.,(1) Those who lapped water with their tongue (2) Those who got down on their knees to drink,2,AYMT,5,True,False,False,False,False,False
Judges,7,5,5,the Lord referred those who lapped water with their tongues to what animal?,A dog,1,AYMT,5,False,False,False,False,False,False
Judges,7,6,6,"the number of those who lapped, putting their hand to their mouth was - what?",300 men,1,AYMT,5,False,False,False,False,False,False
Judges,7,6,6,how did the rest of the people drink the water?,Down on their knees,1,AYMT,5,False,False,False,False,False,False
Judges,7,7,7,who did the Lord tell Gideon He would deliver the Midianites into his hand with?,The 300 who lapped,1,AYMT,5,False,False,False,False,False,False
Judges,7,7,7,what was Gideon instructed to do with the rest of his army?,Let them go - each man to his place,1,AYMT,5,False,False,False,False,False,False
Judges,7,8,8,who did Gideon retain?,The 300 men,1,AYMT,5,False,False,False,False,False,False
Judges,7,8,8,what did Gideon's army take?,Provisions,1,AYMT,5,False,False,False,False,False,False
Judges,7,8,8,"besides provisions, what did the men of Gideon each take in their hands?",Trumpets,1,AYMT,5,False,False,False,False,False,False
Judges,7,8,8,where was the camp of the Midianites compared to Gideons camp?,Below him in the valley,1,AYMT,5,False,False,False,False,False,False
Judges,7,9,9,"the same night that Gideon had sent all away but the 300, what did the Lord tell him to do?",(1) Arise (2) go down against the camp,2,AYMT,5,True,False,False,False,False,False
Judges,7,9,9,who did the Lord say He had given into Gideon's hand?,The Midianites,1,AYMT,5,False,False,False,False,False,False
Judges,7,10,10,who did the Lord say Gideon could take with him if he was afraid?,Purah,1,AYMT,5,False,False,False,False,False,False
Judges,7,10,10,who was Purah?,Gideon's servant,1,AYMT,5,False,False,False,False,False,False
Judges,7,10,10,what was Gideon to hear in the Midianite camp?,What they say,1,AYMT,5,False,False,False,False,False,False
Judges,7,11,11,"after hearing the words that the Midianties said, the Lord told Gideon that his hands shall be - what?",Strengthened,1,AYMT,5,False,False,False,False,False,False
Judges,7,11,11,"after hearing the words of the Midianites, Gideon's hands shall be strengthened to do what?",Go down against the camp,1,AYMT,5,False,False,False,False,False,False
Judges,7,11,11,where in the Midianite camp did Gideon and Purah go?,To the outpost,1,AYMT,5,False,False,False,False,False,False
Judges,7,12,12,who was lying in the valley as numerous as locusts?,(1) The Midianites (2) Amalekites (3) and all the people of the East,3,AYMT,5,True,False,False,False,False,False
Judges,7,12,12,what was without number?,Their camels,1,AYMT,5,False,False,False,False,False,False
Judges,7,12,12,"the number of the camels of the Midianites, Amalekites, and all the people of the East was compared to what?",The sand by the seashore in multitude,1,AYMT,5,False,False,False,False,False,False
Judges,7,13,13,"when Gideon and Purah arrived at the outpost of the enemy camp, what did they hear?",A man telling a dream to his companion,1,AYMT,5,False,False,False,False,False,False
Judges,7,13,13,what did the man say he saw in his dream?,A loaf of barley bread,1,AYMT,5,False,False,False,False,False,False
Judges,7,13,13,"in his dream, the man was surprised to see a loaf of barley bread tumble where?",Into the Camp of Midian,1,AYMT,5,False,False,False,False,False,False
Judges,7,13,13,"when the loaf of barley bread came to a tent and struck it, what happened to the tent?",(1) It fell (2) overturned (3) and collapsed,3,AYMT,5,True,False,False,False,False,False
Judges,7,14,14,"upon hearing the dream, what did the Midianite soldier's comanion declare?",This is nothing else but the sword of Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,7,14,14,"who said, ""Into his hand God has delivered Midian and the whole camp.""",The Midianite soldier's companion,1,AYMT,5,False,False,False,False,False,False
Judges,7,14,14,the Midianite soldier declared that God had delivered who into the hand of Gideon?,Midian and the whole camp,1,AYMT,5,False,False,False,False,False,False
Judges,7,15,15,when did Gideon worship God?,When he heard the telling of the dream and its interpretation,1,AYMT,5,False,False,False,False,False,False
Judges,7,15,15,"who said, ""Arise, for the Lord has delivered the camp of Midian into your hand.""",Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,7,16,16,what did Gideon do with his 300 soldiers?,Divided them into 3 companies,1,AYMT,5,False,False,False,False,False,False
Judges,7,16,16,what did Gideon put into every man's hand?,(1) A trumpet (2) empty pitchers with touches inside the pitchers,2,AYMT,5,True,False,False,False,False,False
Judges,7,17,17,"when Gideon was come to the edge of the camp, what was his army to do?",Do as I do,1,AYMT,5,False,False,False,False,False,False
Judges,7,18,18,what was Gideon's army to do when they heard Gideon and all who were with him blow on their trumpets?,Blow their trumpets,1,AYMT,5,False,False,False,False,False,False
Judges,7,18,18,where did Gideon position his 3 companies of men?,On every side of the whole camp,1,AYMT,5,False,False,False,False,False,False
Judges,7,18,18,"after blowing their trumpets from every side of the whole camp of Midian, what were the men of Gideon to say?",The sword of the Lord and of Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,7,19,19,how many men did Gideon take with him?,100 men,1,AYMT,5,False,False,False,False,False,False
Judges,7,19,19,to which part of the Midian camp did Gideon take his company of soldiers?,To the outpost of the camp,1,AYMT,5,False,False,False,False,False,False
Judges,7,19,19,at what time of the night did Gideon and his men arrive at the Midianite outpost?,The beginning of the middle watch,1,AYMT,5,False,False,False,False,False,False
Judges,7,19,19,what had the Midianites just posted when Gideon and his men attacked?,The watch,1,AYMT,5,False,False,False,False,False,False
Judges,7,19,19,"just as the middle watch was posted, what did Gideon and his company of 100 soldiers do?",(1) Blew their trumpets (2) broke the pitchers in their hands,2,AYMT,5,True,False,False,False,False,False
Judges,7,20,20,"in response to Gideon, what did his 3 companies do?",Blew their trumpets and broke the pitchers,1,AYMT,5,False,False,False,False,False,False
Judges,7,20,20,what did Gideon's men hold in each hand?,(1) Left hand - the torches (2) Right hand - the trumpets,2,AYMT,5,True,False,False,False,False,False
Judges,7,20,20,what was the cry of every soldier in Gideon's army after blowing the trumpet and breaking the pitcher to expose the torch?,The sword of the Lord and of Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,7,21,21,where did Gideon's men stand?,Every man in his place around the camp,1,AYMT,5,False,False,False,False,False,False
Judges,7,21,21,what was the response of the Midianite army?,Ran - cried out - fled,1,AYMT,5,False,False,False,False,False,False
Judges,7,22,22,what did the Lord do in the Midianite's army when Gideon's men blew their trumpets?,Set every mans's sword against his companion,1,AYMT,5,False,False,False,False,False,False
Judges,7,22,22,in how much of the Midian camp did the Lord set every man's sword against his companion?,The whole camp,1,AYMT,5,False,False,False,False,False,False
Judges,7,22,22,where did the Midianite army flee to?,Beth Acacia,1,AYMT,5,False,False,False,False,False,False
Judges,7,22,22,where was Beth Acacia toward?,Zererah,1,AYMT,5,False,False,False,False,False,False
Judges,7,22,22,the Midianites army fled as far as what border?,The border of Abel Meholah,1,AYMT,5,False,False,False,False,False,False
Judges,7,22,22,the border of Abel Meholah was by what?,Tabbath,1,AYMT,5,False,False,False,False,False,False
Judges,7,23,23,and all the men of Israel gathered together from what tribes - and pursued the Midianties?,(1) Naphtali (2) Asher (3) and all Manasseh,3,AYMT,5,True,False,False,False,False,False
Judges,7,24,24,where did Gideon send messengers throughout?,All the mountains of Ephraim,1,AYMT,5,False,False,False,False,False,False
Judges,7,24,24,what was Gideon's message to the Ephraimites that the messengers gave to them?,(1) Come down against the Midianites (2) Seize from them the watering places,2,AYMT,5,True,False,False,False,False,False
Judges,7,24,24,Gideon instructed the people of Ephraim to seize the watering places as far as where?,Beth Barah and the Jordan,1,AYMT,5,False,False,False,False,False,False
Judges,7,24,24,what was the response of the men of Ephraim to Gideon's message?,All the men of Ephriam gathered together They seized the water places as far as Beth Barah and the Jordan,1,AYMT,5,False,False,False,False,False,False
Judges,7,25,25,who did the men of Ephraim capture as they took back the watering places?,2 princes of the Midianites,1,AYMT,5,False,False,False,False,False,False
Judges,7,25,25,name the 2 princes of the Midianites who were captured by the men of Ephraim.,Oreb and Zeeb,1,AYMT,5,False,False,False,False,False,False
Judges,7,25,25,where did the men of Ephraim kill Oreb?,At the rock of Oreb,1,AYMT,5,False,False,False,False,False,False
Judges,7,24,24,where did the men of Ephraim kill Zeeb?,At the winepress of Zeeb,1,AYMT,5,False,False,False,False,False,False
Judges,7,25,25,what did the men of Ephraim do with the Midianties?,Pursued them,1,AYMT,5,False,False,False,False,False,False
Judges,7,25,25,what did the men of Ephraim bring to Gideon?,The heads of Oreb and Zeeb,1,AYMT,5,False,False,False,False,False,False
Judges,7,25,25,where was Gideon when the men of Ephraim came to him with the heads of Oreb and Zeeb?,On the other side of the Jordan,1,AYMT,5,False,False,False,False,False,False
Judges,8,1,1,"who said to whom, ""why have you done this to us by not calling us when you went to fight with the Midianites?""",The men of Ephraim to Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,8,1,1,how did the men of Ephraim reprimand Gideon?,Sharply,1,AYMT,5,False,False,False,False,False,False
Judges,8,2,2,what question did Gideon ask the men of Ephraim when they reprimanded him sharply?,What have I done now in comparion with you?,1,AYMT,5,False,False,False,False,False,False
Judges,8,2,2,what did Gideon say was better than the vintage of Abiezer?,The grapes of Ephraim,1,AYMT,5,False,False,False,False,False,False
Judges,8,2,2,Gideon compared the grapes of Ephraim to what?,The vintage of Abiezer,1,AYMT,5,False,False,False,False,False,False
Judges,8,3,3,who did Gideon remind the men of Ephraim the Lord had delivered into their hands?,The princes of Midian - Oreb and Zeeb,1,AYMT,5,False,False,False,False,False,False
Judges,8,3,3,what was the response of the men of Ephraim when Gideon praised their grapes and reminded them of who the Lord had delivered into their hands?,Their anger toward him subsided,1,AYMT,5,False,False,False,False,False,False
Judges,8,4,4,who crossed over the Jordan river?,Gideon and his 300 men,1,AYMT,5,False,False,False,False,False,False
Judges,8,4,4,what was the status of Gideon and his 300 men when they crossed over the Jordan?,"Exhausted, but still in pursuit",1,AYMT,5,False,False,False,False,False,False
Judges,8,5,5,from whom did Gideon ask for bread for his exhausted men?,The leaders of Succoth,1,AYMT,5,False,False,False,False,False,False
Judges,8,5,5,who did Gideon tell the leaders of Succoth he and his men wre pursuing?,Zebah and Zalmunna,1,AYMT,5,False,False,False,False,False,False
Judges,8,5,5,who were Zebah and Zalmunna?,Kings of Midian,1,AYMT,5,False,False,False,False,False,False
Judges,8,6,6,"who said, and to whom, ""Are the hands of Zebah and Zalmunna now in your hand, that we should give bread to your army?""",The leaders of Succoth to Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,8,7,7,what did Gideon tell the leaders of Succoth in response to their refusing to give food to Gideon's army?,I will tear your flesh with the thorns of the wilderness and with briers,1,AYMT,5,False,False,False,False,False,False
Judges,8,7,7,Gideon told the leaders of Succoth that he woud return and tear their flesh with the thorns and briers of the wilderness after what had occurred?,When the Lord had delivered Zebah and Zalmunna into my hand,1,AYMT,5,False,False,False,False,False,False
Judges,8,8,8,"from Succoth, where did Gideon go?",To Penuel,1,AYMT,5,False,False,False,False,False,False
Judges,8,8,8,what did Gideon ask the leaders of Penuel?,He spoke to them the same way,1,AYMT,5,False,False,False,False,False,False
Judges,8,9,9,what was the response of the leaders of Penuel?,They answered him as the men of Succoth had answered,1,AYMT,5,False,False,False,False,False,False
Judges,8,9,9,what did Gideon promise the leaders of Penuel he wold do to them for not feeding his army?,I will tear down this tower,1,AYMT,5,False,False,False,False,False,False
Judges,8,9,9,when did Gideon tell the leaders of Penuel he would return and tear down their tower?,When I come back in peace,1,AYMT,5,False,False,False,False,False,False
Judges,8,10,10,who was at Karkor?,Zebah and Zalmunna,1,AYMT,5,False,False,False,False,False,False
Judges,8,10,10,who was also with Zebah and Zalmunna in Karkor?,Their armies,1,AYMT,5,False,False,False,False,False,False
Judges,8,10,10,how large were the armies of Zebah and Zalmunna in Karkor?,"About 15,000",1,AYMT,5,False,False,False,False,False,False
Judges,8,10,10,who were the armies of Zebah and Zalmunna made up of?,All who were left of the army of the people of the East,1,AYMT,5,False,False,False,False,False,False
Judges,8,10,10,how many of the men of the people of the east who drew the sword had fallen previously to Gideon?,"120,000 men",1,AYMT,5,False,False,False,False,False,False
Judges,8,11,11,how did Gideon approach the camp of the enemy?,Went up by the road,1,AYMT,5,False,False,False,False,False,False
Judges,8,11,11,Gideon went up by the road of those who dwell in tents on the east of what 2 cities?,Nobah and Jogbehah,1,AYMT,5,False,False,False,False,False,False
Judges,8,11,11,Gideon attacked the army of the Midianites while the camp felt what?,Secure,1,AYMT,5,False,False,False,False,False,False
Judges,8,12,12,"during the attack on the camp of the Midianites, who fled?",Zebah and Zalmunna,1,AYMT,5,False,False,False,False,False,False
Judges,8,12,12,who did Gideon pursue when they fled the camp during the attack?,Zebah and Zalmunna,1,AYMT,5,False,False,False,False,False,False
Judges,8,12,12,who did Gideon take?,The 2 kings - Zebah and Zalmunna,1,AYMT,5,False,False,False,False,False,False
Judges,8,12,12,what did Gideon do to the army of Midian?,Routed the whole army,1,AYMT,5,False,False,False,False,False,False
Judges,8,13,13,who was the father of Gideon?,Joash,1,AYMT,5,False,False,False,False,False,False
Judges,8,13,13,"""and Gideon returned"" from battle from where?",Ascent of Heres,1,AYMT,5,False,False,False,False,False,False
Judges,8,14,14,who did Gideon catch?,A young man of the men of Succoth,1,AYMT,5,False,False,False,False,False,False
Judges,8,14,14,what did Gideon do with the young man from Succoth?,Interrogated him,1,AYMT,5,False,False,False,False,False,False
Judges,8,14,14,what did the young man from Succoth write down for Gideon?,The leaders and elders of Succoth,1,AYMT,5,False,False,False,False,False,False
Judges,8,14,14,how many names did the young man from Succoth write down who were known as leaders and elders of Succoth?,77 men,1,AYMT,5,False,False,False,False,False,False
Judges,8,15,15,who did Gideon present to the leaders and elders of Succoth?,Zebah and Zalmunna,1,AYMT,5,False,False,False,False,False,False
Judges,8,15,15,the leaders of Succoth had ridiculed Gideon by saying what?,"Are the hands of Zebah and Zalmunna now in hour hand, that we should give bread to your weary men?",1,AYMT,5,False,False,False,False,False,False
Judges,8,16,16,what did Gideon take from the wilderness to teach the elders of Succoth?,Thorns and briers,1,AYMT,5,False,False,False,False,False,False
Judges,8,16,16,with what did Gideon teach the men of Succoth?,Thorn and briers from the wilderness,1,AYMT,5,False,False,False,False,False,False
Judges,8,17,17,what 2 things did Gideon do to the people of Penuel?,(1) Tore down the tower of Penuel (2) Killed the men of the city,2,AYMT,5,True,False,False,False,False,False
Judges,8,18,19,how did the kings of Midian - Zebah and Zalmunna - describe the men whom they had killed at Tabor?,As you are - Each one resembled the son of a king,1,AYMT,5,False,False,False,False,False,False
Judges,8,19,19,who did Gideon say that the men of Tabor who Zebah and Zalmunna had killed were?,His brothers,1,AYMT,5,False,False,False,False,False,False
Judges,8,19,19,"Gideon told the kings of Midian that if they had let his brothers live, what would he not do to them?",Kill them,1,AYMT,5,False,False,False,False,False,False
Judges,8,20,20,who was the first born son of Gideon?,Jether,1,AYMT,5,False,False,False,False,False,False
Judges,8,20,20,what did Gideon ask Jether to do?,(1) Rise (2) kill them,2,AYMT,5,True,False,False,False,False,False
Judges,8,20,20,"what did Jether, firstborn son of Gideon refuse to do?",Draw his sword,1,AYMT,5,False,False,False,False,False,False
Judges,8,20,20,why did Jether refuse to draw his sword and kill the kings of Midian?,He was afraid because he was still a youth,1,AYMT,5,False,False,False,False,False,False
Judges,8,21,21,what did Zebah and Zalmunna tell Gideon to do himself?,Rise up and kill us,1,AYMT,5,False,False,False,False,False,False
Judges,8,21,21,what did Gideon do to Zebah and Zalmunna?,Arose and killed them,1,AYMT,5,False,False,False,False,False,False
Judges,8,21,21,what did Gideon take from the necks of the camels who belonged to Zebah and Zelmunna?,The crescent ornaments,1,AYMT,5,False,False,False,False,False,False
Judges,8,22,22,what did the men of Israel say to Gideon?,Rule over us,1,AYMT,5,False,False,False,False,False,False
Judges,8,22,22,the men of Israel asked that who also rule over them along with Gideon?,His son and grandson,1,AYMT,5,False,False,False,False,False,False
Judges,8,22,22,why did the men of Israel feel that Gideon and his son and grandson had the right to rule over them?,Gideon had delivered them from the dhand of Midian,1,AYMT,5,False,False,False,False,False,False
Judges,8,23,23,"when asked to rule over Israel, what was Gideon's reply?",(1) I will not rule over you (2) nor shall my son rule over you. The Lord shall rule over you,2,AYMT,5,True,False,False,False,False,False
Judges,8,24,24,Gideon made a request that each person would give him what from his plunder?,The earrings,1,AYMT,5,False,False,False,False,False,False
Judges,8,24,24,"because the men were Ishmaelites, what were their earrings made of?",Gold,1,AYMT,5,False,False,False,False,False,False
Judges,8,25,25,each man threw the earrings of his plunder on what that was spread out?,A garment,1,AYMT,5,False,False,False,False,False,False
Judges,8,26,26,what was the weight of the golden earrings that were given to Gideon?,"1,700 shekels of gold",1,AYMT,5,False,False,False,False,False,False
Judges,8,26,26,"besides the earrings, what else did Gideon receive from the plunder of the Midianites that specifically belonged to the 2 kings of Midian?",(1) Cresent ornaments (2) pendants (3) purple robes (4) chains around their camels necks,4,AYMT,5,False,True,False,False,False,False
Judges,8,27,27,what did Gideon do with all the gold and items he had received from the plunderings of the Midianites?,Made it into an ephod,1,AYMT,5,False,False,False,False,False,False
Judges,8,27,27,where did Gideon set up the ephod that he had made?,In his city,1,AYMT,5,False,False,False,False,False,False
Judges,8,27,27,what was the name of Gideon's city?,Ophrah,1,AYMT,5,False,False,False,False,False,False
Judges,8,27,27,what did the ephod that Gideon made become to he and his house?,A snare,1,AYMT,5,False,False,False,False,False,False
Judges,8,27,27,who was subdued before the children of Israel?,Midian,1,AYMT,5,False,False,False,False,False,False
Judges,8,28,28,"the Midianites were subdued before Israel, so that they lifted up what no more?",Their heads,1,AYMT,5,False,False,False,False,False,False
Judges,8,28,28,for how long was the country quiet in the days of Gideon?,40 years,1,AYMT,5,False,False,False,False,False,False
Judges,8,29,29,who ws the son of Joash?,Jerubbaal,1,AYMT,5,False,False,False,False,False,False
Judges,8,29,29,where did Jerubbaal dwell?,In his own house,1,AYMT,5,False,False,False,False,False,False
Judges,8,30,30,how many sons did Giedon have from his own offspring?,70 sons,1,AYMT,5,False,False,False,False,False,False
Judges,8,30,30,how many wives did Gideon have?,Many,1,AYMT,5,False,False,False,False,False,False
Judges,8,31,31,"besides his many wives, who did Gideon also have?",A concubine,1,AYMT,5,False,False,False,False,False,False
Judges,8,31,31,where was Gideon's concubine from?,Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,8,31,31,what did the concubine give to Gideon?,A son,1,AYMT,5,False,False,False,False,False,False
Judges,8,31,31,what was the name of the son of Gideon's concubine?,Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,8,31,31,how old was Gideon when he died?,A good old age,1,AYMT,5,False,False,False,False,False,False
Judges,8,32,32,where was Gideon buried?,In the tomb of Joash his father,1,AYMT,5,False,False,False,False,False,False
Judges,8,32,32,where was the location of the tomb of Joash whre Gideon was buried in?,In Ophrah of the Abiezrites,1,AYMT,5,False,False,False,False,False,False
Judges,8,33,33,what did the children of Israel do again as soon as Gideon was dead?,Played the harlot,1,AYMT,5,False,False,False,False,False,False
Judges,8,33,33,"instead of the Lord, who did the Israelites make as their god?",Baal-Berith,1,AYMT,5,False,False,False,False,False,False
Judges,8,34,34,who did the children of Israel not remember?,the Lord their God,1,AYMT,5,False,False,False,False,False,False
Judges,8,34,34,who had delivered Israel from the hands of all their enemies on every side?,The Lord,1,AYMT,5,False,False,False,False,False,False
Judges,8,35,35,who did the Israelites not show kindness to?,The house of Jerubbaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,1,1,who was the father of Abimelech?,Jerubbaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,1,1,where did Abimelech go to?,Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,1,1,who did Abimelech go to in Shechem?,His mother's brothers,1,AYMT,5,False,False,False,False,False,False
Judges,9,1,1,where did Abimelech speak to all the family?,The house of his mother's father,1,AYMT,5,False,False,False,False,False,False
Judges,9,2,2,Abimelech asked his mother's family who they would prefer to reign over them. What 2 options did he give them?,70 sons of Jerubbaal - or one?,1,AYMT,5,False,False,False,False,False,False
Judges,9,2,2,what did Abimelech remind his mother's family?,I am your own flesh and bone,1,AYMT,5,False,False,False,False,False,False
Judges,9,3,3,who did the family of Abinelech's mother speak his words to?,All the men of Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,3,3,who were the hearts of the men of Shechem inclined to follow?,Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,3,3,why were the hearts of the men of Shechem inclined to follow Abimelech?,Because he is our brother,1,AYMT,5,False,False,False,False,False,False
Judges,9,4,4,what did the men of Shechem give to Abimelech?,70 shekels of silver,1,AYMT,5,False,False,False,False,False,False
Judges,9,4,4,where did the 70 shekels of silver come from?,The temple of Baal-Berith,1,AYMT,5,False,False,False,False,False,False
Judges,9,4,4,what did Abimelech do with the 70 shekels of silver?,Hired worthless and reckless men,1,AYMT,5,False,False,False,False,False,False
Judges,9,4,4,who followed Abimelech?,The worthless and reckless men,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,where was Abimelech's father's house?,At Ophrah,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,what did Abimelech do at his father's house at Ophrah?,Killed his brothers,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,how many brothers did Abimelech have?,70 brothers,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,where did Abimelech kill his brothers?,On one stone,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,who of Abimelech's brothers was left?,One,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,who was the youngest son of Jerubbaal?,Jotham,1,AYMT,5,False,False,False,False,False,False
Judges,9,5,5,why did Abimelech not kill Jotham with the rest of his brothers?,He hid himself,1,AYMT,5,False,False,False,False,False,False
Judges,9,6,6,who gathered together to make Abimelech king?,All the men of Shechem and all of Beth Millo,1,AYMT,5,False,False,False,False,False,False
Judges,9,6,6,who made Abimelech king over them?,All the men of Shechem and all of Beth Millo,1,AYMT,5,False,False,False,False,False,False
Judges,9,6,6,where did the men of Shechem make Abimelech king?,(1) Beside the Terebinth tree (2) At the pillar in Shechem,2,AYMT,5,True,False,False,False,False,False
Judges,9,7,7,what did Jotham do when he heard that his half brother Abimelech had been made king?,Stood on top of Mount Gerizim,1,AYMT,5,False,False,False,False,False,False
Judges,9,7,7,what did Jotham do on top of Mount Gerizim?,Lifted up his voice and cried out,1,AYMT,5,False,False,False,False,False,False
Judges,9,8,8,who went forth to anoint a king over them?,The trees,1,AYMT,5,False,False,False,False,False,False
Judges,9,8,8,who did the trees ask to reign over them?,The olive tree,1,AYMT,5,False,False,False,False,False,False
Judges,9,9,9,what did the olive tree say he would have to give up to sway over the trees?,Giving my oil,1,AYMT,5,False,False,False,False,False,False
Judges,9,9,9,what does the olive oil do?,Honor God and men,1,AYMT,5,False,False,False,False,False,False
Judges,9,10,10,"after the olive tree turned them down, who did the trees ask to reign over them?",The fig tree,1,AYMT,5,False,False,False,False,False,False
Judges,9,11,11,what did the fig tree say he would need to give up to sway over the trees?,Should I cease my sweetness and my good fruit,1,AYMT,5,False,False,False,False,False,False
Judges,9,12,12,who then did the trees ask to reign over them?,The vine,1,AYMT,5,False,False,False,False,False,False
Judges,9,13,13,what did the vine say he would need to cease to sway over them?,My new wine,1,AYMT,5,False,False,False,False,False,False
Judges,9,13,13,who does new wine cheer?,Both God and men,1,AYMT,5,False,False,False,False,False,False
Judges,9,14,14,who did all the trees ask to come and reign over them?,The bramble,1,AYMT,5,False,False,False,False,False,False
Judges,9,15,15,"the bramble said, ""if you do anoint me as your king,"" come and do what in my shade?",Take shelter,1,AYMT,5,False,False,False,False,False,False
Judges,9,15,15,what would happen if the trees would not take shelter in the shade of the bramble?,Let fire come out and devour the cedars of Lebanon,1,AYMT,5,False,False,False,False,False,False
Judges,9,17,17,"what did Jotham remind the people of Shechem that his father, Gideon had done for them?",(1) Fought for you (2) Risked his life for you (3) Delivered you out of the hand of Midian,3,AYMT,5,True,False,False,False,False,False
Judges,9,18,18,"what had the men of Shechem done to ""my father's house this day?""",Risen up against the house of Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,9,18,18,who had the men of Shechem killed?,The 70 sons of Gideon,1,AYMT,5,False,False,False,False,False,False
Judges,9,18,18,where did the men of Shechem kill the 70 sons of Gideon?,On one stone,1,AYMT,5,False,False,False,False,False,False
Judges,9,18,18,who did Jotham remind the men of Shechem they had made king?,Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,18,18,who did Jotham say Abimelech was?,The son of Gideon's female servant,1,AYMT,5,False,False,False,False,False,False
Judges,9,18,18,"Jotham told the men of Shechem that if they have acted in truth and sincerity with Jerubbaal and with his house, then they should do what?",Rejoice in Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,20,20,what did Jotham say that the fire that came from Abimelech would do to them?,Devour them,1,AYMT,5,False,False,False,False,False,False
Judges,9,20,20,who would the fire that came from Abimelech devour?,The men of Shechem - and Beth Millo,1,AYMT,5,False,False,False,False,False,False
Judges,9,20,20,who would the fire that came from the men of Shechem and Beth Millo devour?,Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,21,21,what did Jotham do after voicing this curse on Abimelech?,Ran away and fled,1,AYMT,5,False,False,False,False,False,False
Judges,9,21,21,where did Jotham flee to and dwell?,Beer,1,AYMT,5,False,False,False,False,False,False
Judges,9,21,21,why did Jotham flee to Beer?,For fear of Abimelech his brother,1,AYMT,5,False,False,False,False,False,False
Judges,9,22,23,how long had Abimelech reigned over Israel when God sent a spirit of ill will between him and the men of Shechem?,3 years,1,AYMT,5,False,False,False,False,False,False
Judges,9,23,23,"after reigning over Israel for 3 years, what did the Lord send between Abimelech and the men of Shechem?",A spirit of ill will,1,AYMT,5,False,False,False,False,False,False
